CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,FLAG_CONT_MOBILE,CNT_FAM_MEMBERS,REG_REGION_NOT_WORK_REGION,REG_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_7,FLAG_DOCUMENT_9,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,x0_Cash loans,x0_Revolving loans,x1_F,x1_M,x2_N,x2_Y,x4_Unaccompanied,x4_companied,x5_Commercial associate,x5_State servant,x5_Working,x6_Academic,x6_Lower,x6_Secondary,x7_Civil marriage,x7_Married,x7_Single,x9_Primaire,x9_Secondaire,x9_Tertiaire,x11_Self-employed,SK_ID_CURR,TARGET
-0.6677056987932488,-0.1923364488220422,1.3581694784494296,0.829484230667397,0.8040477206821963,0.049108972406033,-0.4013215631454495,-0.246843622040755,1.4006574476814138,0.2608906602817034,-0.8418053273153296,0.54685024336506,-0.0081376600416914,-0.0124310298534572,-0.0631575448345159,-0.0571516351694523,-0.0367182539293887,-0.0181987714909319,-0.0994843094500619,-0.0267930431538263,-0.0280032817036121,-0.0184997001282589,3.789744837789633,3.033832578539797,1.0,0.0,0.900789491732647,0.099210508267353,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.900789491732647,0.099210508267353,1.0,0.0,0.0,0.099210508267353,174408,1
-0.6073602193175048,0.1183205832429892,-0.9237957670758434,-0.6965910395344589,-0.9547309774881064,0.049108972406033,-0.2469916764757214,-0.246843622040755,1.518702012530463,-2.396894581726976,-1.3524660405636886,0.54685024336506,-0.0081376600416914,-0.0124310298534572,-0.0631575448345159,-0.0571516351694523,-0.0367182539293887,-0.0181987714909319,-0.0994843094500619,-0.0267930431538263,-0.0280032817036121,-0.0184997001282589,-1.089687368745472,-1.079822306915142,1.0,0.0,0.0,1.0,0.9535111801730152,0.0464888198269849,0.0464888198269849,0.9535111801730152,0.0,0.0,1.0,0.0,0.0,0.9535111801730152,0.9535111801730152,0.0464888198269849,0.0,0.9535111801730152,0.0,0.0464888198269849,0.0,130773,1
-0.6677056987932488,-0.0121265559684452,0.345198804082017,-0.2922733720729347,0.3202798229678005,0.049108972406033,-0.7149655513578744,-0.246843622040755,0.7376763222472957,0.5941168521930839,-0.475137669969626,-0.3922214638526489,-0.0081376600416914,-0.0124310298534572,-0.0631575448345159,-0.0571516351694523,-0.0367182539293887,-0.0181987714909319,-0.0994843094500619,-0.0267930431538263,-0.0280032817036121,-0.0184997001282589,0.1912796022038969,-0.4479631211546948,1.0,0.0,1.0,0.0,0.6046853518963129,0.3953146481036871,1.0,0.0,0.3953146481036871,0.0,0.6046853518963129,0.0,0.0,1.0,0.6046853518963129,0.0,0.0,0.6046853518963129,0.3953146481036871,0.0,0.0,265807,1
0.4137758916594385,-0.1755436981380543,-0.3726084545712841,-0.8476617307775784,-0.3908036963937089,0.049108972406033,0.1450164148159413,-0.246843622040755,0.3164941109460354,-0.3791130135945547,-1.4104914377232265,-0.839079100385346,-0.0081376600416914,-0.0124310298534572,-0.0631575448345159,-0.0571516351694523,-0.0367182539293887,-0.0181987714909319,-0.0994843094500619,-0.0267930431538263,-0.0280032817036121,-0.0184997001282589,0.017656777357436,-0.4218748957327158,0.4165747230906096,0.5834252769093904,0.5834252769093904,0.4165747230906096,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4165747230906096,0.0,0.5834252769093904,0.4165747230906096,1.0,0.0,0.0,0.0,245363,1
0.6303586465768528,-0.1234329751767349,-0.7191828980639943,-0.5112204150959785,-0.7755756245870331,0.049108972406033,0.2953829427020171,-0.246843622040755,0.3722297416007267,-1.8018093687532415,0.1419735160504051,0.54685024336506,-0.0081376600416914,-0.0124310298534572,-0.0631575448345159,-0.0571516351694523,-0.0367182539293887,-0.0181987714909319,-0.0994843094500619,-0.0267930431538263,-0.0280032817036121,-0.0184997001282589,-0.444069960775799,0.1113690752825811,1.0,0.0,1.0,0.0,0.4414676654989421,0.5585323345010579,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5585323345010579,0.4414676654989421,0.5585323345010579,0.0,0.4414676654989421,0.0,137663,1
-0.6677056987932488,0.0241800136751856,0.3577912181341878,0.3940095595243387,0.3398575527694742,0.049108972406033,-0.2962342803308507,-0.246843622040755,-0.6162222600397682,-1.0623931993334816,-0.9074472123646083,0.54685024336506,-0.0081376600416914,-0.0124310298534572,-0.0631575448345159,-0.0571516351694523,-0.0367182539293887,-0.0181987714909319,-0.0994843094500619,-0.0267930431538263,-0.0280032817036121,-0.0184997001282589,-0.0354133925393338,0.0338600498176037,1.0,0.0,0.3184057705157193,0.6815942294842807,1.0,0.0,1.0,0.0,0.0,0.6815942294842807,0.3184057705157193,0.0,0.0,1.0,0.3184057705157193,0.6815942294842807,0.0,1.0,0.0,0.0,0.0,123942,1
-0.6677056987932488,-0.1103522723225591,0.6817646075023602,1.2473165197226084,0.9119459329481908,0.049108972406033,-0.2962342803308507,-0.246843622040755,1.6227911012748295,-0.2777861628305703,-0.0877778939942895,0.54685024336506,-0.0081376600416914,-0.0124310298534572,-0.0631575448345159,-0.0571516351694523,-0.0367182539293887,-0.0181987714909319,-0.0994843094500619,-0.0267930431538263,-0.0280032817036121,-0.0184997001282589,1.0890302749625018,1.8517156373586048,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,213255,0
2.139164720122173,-0.1415516681963195,-0.1977828817044112,-0.2259262670107088,-0.0462251101933996,0.049108972406033,1.6984482850682638,-0.246843622040755,1.6227911012748295,-0.9973576076148108,-1.6565280285881958,-0.1164295930218326,-0.0081376600416914,-0.0124310298534572,-0.0631575448345159,-0.0571516351694523,-0.0367182539293887,-0.0181987714909319,-0.0994843094500619,-0.0267930431538263,-0.0280032817036121,-0.0184997001282589,0.1258385701345133,0.1851152200159304,0.7207835854277657,0.2792164145722343,1.0,0.0,0.7207835854277657,0.2792164145722343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2792164145722343,0.0,0.7207835854277657,0.2792164145722343,1.0,0.0,0.0,0.0,116720,1
-0.6677056987932488,1.138154803111112,0.3072519216725274,1.1035609850178996,0.3190038508549597,0.049108972406033,-1.1795798781303215,-0.246843622040755,-0.2444261277693427,0.2151448839055442,0.7430247687864009,-1.4341932467813008,-0.0081376600416914,-0.0124310298534572,13.19373763606889,-0.0571516351694523,-0.0367182539293887,-0.0181987714909319,-0.0994843094500619,-0.0267930431538263,-0.0280032817036121,-0.0184997001282589,-0.9319328812041284,-1.0434571010163312,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1660535567559685,0.8339464432440314,0.0,0.1660535567559685,0.8339464432440314,0.0,117202,1
0.1611542857890667,0.0666865066086225,0.9322741407597444,0.0818105306517242,0.8577379812057431,0.049108972406033,0.3801249801595965,1.306728303676511,0.8134669435487377,-0.6458306601140189,-0.7593963456427489,0.54685024336506,-0.0081376600416914,-0.0124310298534572,-0.0631575448345159,-0.0571516351694523,-0.0367182539293887,-0.0181987714909319,-0.0994843094500619,-0.0267930431538263,-0.0280032817036121,-0.0184997001282589,0.3241096161597375,-0.384448123530606,1.0,0.0,1.0,0.0,1.0,0.0,0.3614646396084529,0.6385353603915471,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6385353603915471,171837,1
